component,component_path,joint,kind,type,occurrence_one,occurrence_two,origin_x_mm,origin_y_mm,origin_z_mm,axis_x,axis_y,axis_z,min,max,value,units,min_deg,max_deg,value_deg,min_mm,max_mm,value_mm,is_suppressed,note
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 179,joint,rigid,protections:1+elbow_motor_protection:1,shoulder_yaw:elbow:2+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 180,joint,rigid,protections:1+shoulder_yaw_protection:2,elbow:wrist_roll:2+CNC_arm10_x4_r03_back_cover:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 181,joint,rigid,protections:1+elbow_shaft:1,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:89,,,,,,,,,,,,,,,,,False,origin unreadable
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 182,joint,rigid,Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,schematics:2+robstride03_cross_section:1,0.0,-0.0,-0.0,,,,,,,,,,,,,,False,
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 183,joint,rigid,shoulder_pitch:shoulder_roll:2+CNC_leg02_x7_RS03_shaft_coupler:1,Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_02_EB901-547_1_rotor:1,-0.0,0.0,-0.0,,,,,,,,,,,,,,False,
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 185,joint,rigid,Robstride 06-No Back Cover:1+R06:1+MAIN:1+1_1_06_EB823-507_AF0^1_1_06_EB823-509_ASM_FL82BLW33-48V-35N.m(tooling-version)(1)_FL82BLW33-48V-35N.m(tooling-version)(1).STEP:1,shoulder_pitch:shoulder_roll:2+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,-23.25,-90.0,0.0,,,,,,,,,,,,,,False,
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 186,joint,rigid,robstride_02-No_back_cover:4+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_06_EB673-516_1.stp:1,shoulder_yaw:elbow:2+CNC_arm07_x2_elbow_front_bearing_retainer:1,-19.5,-297.0,0.0,,,,,,,,,,,,,,False,
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 187,joint,rigid,robstride_02-No_back_cover:5+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_04_EB672-503_1.stp:1,elbow:wrist_roll:2+CNC_arm10_x4_r03_back_cover:2,0.0,-361.0,0.0,,,,,,,,,,,,,,False,
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 188,joint,rigid,elbow:wrist_roll:2+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,robstride_02-No_back_cover:5+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_06_EB673-516_1.stp:1,0.0,-389.0,0.0,,,,,,,,,,,,,,False,
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 189,joint,rigid,001_left_wrist_long_latest:1+3DP_arm11_x2_wrist_roll:1,robstride_02-No_back_cover:5+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+shaft 1_1_02_EB671-502_1.stp:1,0.0,-393.0,0.0,,,,,,,,,,,,,,False,
000_left_arm_long_wrist_latest,000_left_arm_long_wrist_latest:1,Rigid 190,joint,rigid,shoulder_yaw:elbow:2+3DP_arm06_x4_RS02_shaft_coupler:1,shoulder_roll:shoulder_yaw:2+robstride_02-No_back_cover:1+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+shaft 1_1_02_EB671-502_1.stp:1,0.0,-186.0,0.0,,,,,,,,,,,,,,False,
schematics,000_right_arm_long_wrist_latest:1+schematics:1,Rigid 1,joint,rigid,schematics:1+robstride03_cross_section:1,schematics:1,0.0,0.0,0.0,,,,,,,,,,,,,,False,
schematics,000_right_arm_long_wrist_latest:1+schematics:1,Rigid 2,joint,rigid,schematics:1+robstride06_cross_section:1,schematics:1,24.75,-90.0,0.0,,,,,,,,,,,,,,False,
schematics,000_right_arm_long_wrist_latest:1+schematics:1,Rigid 3,joint,rigid,schematics:1+robstride02_sketch:1,schematics:1,0.0,-90.0,-96.0,,,,,,,,,,,,,,False,
schematics,000_right_arm_long_wrist_latest:1+schematics:1,Rigid 4,joint,rigid,schematics:1+robstride02_sketch:2,schematics:1,0.0,-113.5,-207.0,,,,,,,,,,,,,,False,
schematics,000_right_arm_long_wrist_latest:1+schematics:1,Rigid 5,joint,rigid,schematics:1+robstride02_sketch:3,schematics:1,0.0,-90.0,-303.0,,,,,,,,,,,,,,False,
3_1_02_067_0020_ASM_1_ASM.stp,000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1,Revolute 1,as_built,revolute,02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+shaft 1_1_02_EB671-502_1.stp:1,02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_06_EB673-516_1.stp:1,,,,0.0,0.0,-1.0,,,0.0,rad,,,0.0,,,,False,origin unreadable
robstride_02-No_back_cover,000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3,Rigid 3,joint,rigid,02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_04_EB672-503_1.stp:1,,0.0,0.0,-28.0,,,,,,,,,,,,,,False,
robstride_02-No_back_cover,000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3,Rigid 4,as_built,rigid,Component21:1,02-3D-20211009(1).stp:1,,,,,,,,,,,,,,,,,False,origin unreadable
shoulder_roll:shoulder_yaw,000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1,Rigid 5,joint,rigid,shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3,shoulder_roll:shoulder_yaw:1,0.0,-90.0,-92.0,,,,,,,,,,,,,,False,
shoulder_roll:shoulder_yaw,000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1,Rigid 21,joint,rigid,shoulder_roll:shoulder_yaw:1+CNC_arm10_x4_r03_back_cover:1,shoulder_roll:shoulder_yaw:1+robstride_02-No_back_cover:3+02-3D-20211009(1).stp:1+3_1_02_067_0020_ASM_1_ASM.stp:1+1_1_04_EB672-503_1.stp:1,-0.0,-90.0,-64.0,,,,,,,,,,,,,,False,
shoulder_roll:shoulder_yaw,000_right_arm_long_wrist_latest:1+shoulder_roll:shoulder_yaw:1,Rigid 20,as_built,rigid,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
3DP_arm06_x4_RS02_shaft_coupler,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 1,joint,rigid,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:1,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,15.0,-70.5,-161.0,,,,,,,,,,,,,,False,
3DP_arm06_x4_RS02_shaft_coupler,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 2,joint,rigid,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:2,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,0.0,-70.5,-161.0,,,,,,,,,,,,,,False,
3DP_arm06_x4_RS02_shaft_coupler,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 3,joint,rigid,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:3,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,-15.0,-70.5,-161.0,,,,,,,,,,,,,,False,
3DP_arm06_x4_RS02_shaft_coupler,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 4,joint,rigid,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:4,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,15.0,-109.5,-161.0,,,,,,,,,,,,,,False,
3DP_arm06_x4_RS02_shaft_coupler,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 5,joint,rigid,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:5,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,0.0,-109.5,-161.0,,,,,,,,,,,,,,False,
3DP_arm06_x4_RS02_shaft_coupler,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,Rigid 6,joint,rigid,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1+Knurled Insert M3xH8:6,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,-15.0,-109.5,-161.0,,,,,,,,,,,,,,False,
shoulder_yaw:elbow,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1,Rigid 1,as_built,rigid,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
shoulder_yaw:elbow,000_right_arm_long_wrist_latest:1+shoulder_yaw:elbow:1,Rigid 2,as_built,rigid,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,shoulder_yaw:elbow:1+3DP_arm06_x4_RS02_shaft_coupler:1,,,,,,,,,,,,,,,,,False,origin unreadable
elbow:wrist_roll,000_right_arm_long_wrist_latest:1+elbow:wrist_roll:1,Rigid 5,joint,rigid,,elbow:wrist_roll:1,0.0,-90.0,-64.0,,,,,,,,,,,,,,False,
elbow:wrist_roll,000_right_arm_long_wrist_latest:1+elbow:wrist_roll:1,Rigid 6,joint,rigid,elbow:wrist_roll:1+CNC_arm04_x4_shoulder_elbow_support_shaft:2,,0.0,-56.0,-254.0,,,,,,,,,,,,,,False,
elbow:wrist_roll,000_right_arm_long_wrist_latest:1+elbow:wrist_roll:1,Rigid 7,joint,rigid,elbow:wrist_roll:1+CNC_arm10_x4_r03_back_cover:3,elbow:wrist_roll:1+CNC_arm09_x2_elbow_roll_output_shaft:1,-0.0,-124.0,-254.0,,,,,,,,,,,,,,False,
elbow:wrist_roll,000_right_arm_long_wrist_latest:1+elbow:wrist_roll:1,Rigid 8,joint,rigid,elbow:wrist_roll:1+CNC_arm10_x4_r03_back_cover:3,elbow:wrist_roll:1+CNC_arm04_x4_shoulder_elbow_support_shaft:2,-0.0,-56.0,-254.0,,,,,,,,,,,,,,False,
001_right_wrist_long_latest,000_right_arm_long_wrist_latest:1+001_right_wrist_long_latest:1,Rigid 105,joint,rigid,robstride00:3,3DP_arm11_x2_wrist_roll:1,0.0,-14.5,-85.5,,,,,,,,,,,,,,False,
001_right_wrist_long_latest,000_right_arm_long_wrist_latest:1+001_right_wrist_long_latest:1,Rigid 116,joint,rigid,wrist_3-right:1+bearing_35x44x5_6707_1.6kN_15g:1+half-bearing_35x44x5_6707_1.6kN_15g:1,3DP_arm11_x2_wrist_roll:1,-0.0,-14.5,-85.5,,,,,,,,,,,,,,False,
001_right_wrist_long_latest,000_right_arm_long_wrist_latest:1+001_right_wrist_long_latest:1,Rigid 117,joint,rigid,v15_right_end_effector_attachment:1,wrist_3-right:1+Component5:1,12.5,-0.0,-149.5,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 1,joint,rigid,Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_06_EB903-534_ASM_1_1_ASM:1+1_1_06_EB903-537_1_1:1,schematics:1+robstride03_cross_section:1,-0.0,0.0,0.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Revolute 2,joint,revolute,shoulder_pitch:shoulder_roll:1+CNC_leg02_x7_RS03_shaft_coupler:1,Robstride 03 - full:1+3_1_02_090_0073_ASM_1_1_ASM:1+1_1_02_EB901-547_1_rotor:1,0.0,0.0,-0.0,0.0,1.0,-0.0,,,0.0,rad,,,0.0,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 152,joint,rigid,bearings:1+bearing_35x44x5_6707_1.6kN_15g:1+half-bearing_35x44x5_6707_1.6kN_15g:1,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,29.75,-90.0,0.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 154,joint,rigid,bearings:1+bearing_35x44x5_6707_1.6kN_15g:2+half-bearing_35x44x5_6707_1.6kN_15g:1,shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,-29.75,-90.0,0.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 158,joint,rigid,bearings:1+bearing_35x44x5_6707_1.6kN_15g:6+half-bearing_35x44x5_6707_1.6kN_15g:1,shoulder_roll:shoulder_yaw:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:1,0.0,-90.0,-132.5,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 172,joint,rigid,Robstride 06-No Back Cover:1,shoulder_pitch:shoulder_roll:1+CNC_arm01_x2_shoulder_roll_front_bearing_retainer:1,23.25,-90.0,0.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 176,joint,rigid,robstride_02-No_back_cover:2,elbow:wrist_roll:1,-0.0,-90.0,-299.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 177,joint,rigid,robstride_02-No_back_cover:1,shoulder_yaw:elbow:1,0.0,-109.5,-207.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 178,joint,rigid,elbow:wrist_roll:1+3DP_arm05_x4_RS02_shaft_bearing_retainer:2,robstride_02-No_back_cover:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 180,joint,rigid,bearings:1+bearing_35x44x5_6707_1.6kN_15g:3+half-bearing_35x44x5_6707_1.6kN_15g:1,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,-0.0,-65.25,-207.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 181,joint,rigid,bearings:1+bearing_35x44x5_6707_1.6kN_15g:4+half-bearing_35x44x5_6707_1.6kN_15g:1,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,-0.0,-114.75,-207.0,,,,,,,,,,,,,,False,
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 192,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:9,shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 193,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:10,shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 194,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:11,shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 195,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:12,shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 196,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:13,shoulder_roll:shoulder_yaw:1+CNC_arm04_x4_shoulder_elbow_support_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 197,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:14,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 198,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:15,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 199,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:16,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 200,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:17,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 201,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:18,shoulder_roll:shoulder_yaw:1+CNC_arm03_x2_shoulder_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 202,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:19,elbow:wrist_roll:1+CNC_arm09_x2_elbow_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 203,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:20,elbow:wrist_roll:1+CNC_arm09_x2_elbow_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 204,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:21,elbow:wrist_roll:1+CNC_arm09_x2_elbow_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 205,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:22,elbow:wrist_roll:1+CNC_arm09_x2_elbow_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 206,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:23,elbow:wrist_roll:1+CNC_arm09_x2_elbow_roll_output_shaft:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 210,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:27,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 211,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:28,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 212,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:29,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 213,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:30,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 214,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:31,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 215,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:32,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 216,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:33,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 217,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:34,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 218,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:35,shoulder_yaw:elbow:1+CNC_arm07_x2_elbow_front_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 219,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:36,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 220,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:37,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 221,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:38,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 222,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:39,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 223,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:40,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 224,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:41,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 225,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:42,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 229,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:46,shoulder_yaw:elbow:1+CNC_arm08_x2_elbow_back_bearing_retainer:1,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 230,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:47,elbow:wrist_roll:1+CNC_arm04_x4_shoulder_elbow_support_shaft:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 231,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:48,elbow:wrist_roll:1+CNC_arm04_x4_shoulder_elbow_support_shaft:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 232,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:49,elbow:wrist_roll:1+CNC_arm04_x4_shoulder_elbow_support_shaft:2,,,,,,,,,,,,,,,,,False,origin unreadable
000_right_arm_long_wrist_latest,000_right_arm_long_wrist_latest:1,Rigid 233,joint,rigid,Hexalobular Socket Pan Head Screw ISO 14583 - M3x10 Steel 4.6 Plain:50,elbow:wrist_roll:1+CNC_arm04_x4_shoulder_elbow_support_shaft:2,,,,,,,,,,,,,,,,,False,origin unreadable
